ExerciseID,Name,CollectionNumber,StarterCode,SampleSolution,ExerciseType,Points
2213,Ripples,8.2.2,"app.background = 'lightCyan'
app.stepsPerSecond = 20
app.steps = 0

ripples = Group()

def onStep():
    # Create a ripple with random x and y center, and add it to ripples group.
    ### Place Your Code Here ###

    # Goes through each ripple and makes the border decrease and the ripple expand.
    for ripple in ripples.children:
        ripple.borderWidth -= 2
        ripple.radius += 5

        # If the ripple fades out, remove it.
        if (ripple.borderWidth <= 0):
            ripples.remove(ripple)
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

app.background = 'lightCyan'
app.stepsPerSecond = 20
app.steps = 0

ripples = Group()

def onStep():
    # Create a ripple with random x and y center, and add it to ripples group.
    randX = randrange(0, 400)
    randY = randrange(0, 400)
    ripples.add(
        Circle(randX, randY, 5, fill=None, border='lightBlue', borderWidth=20)
        )

    # Goes through each ripple and makes the border decrease and the ripple expand.
    for ripple in ripples.children:
        ripple.borderWidth -= 2
        ripple.radius += 5

        # If the ripple fades out, remove it.
        if (ripple.borderWidth <= 0):
            ripples.remove(ripple)
",regular,1
2212,Strange machine,8.2.2,"app.stepsPerSecond = 5
app.nextRadius = 0

Rect(0, 0, 400, 400)

def onStep():
    if (app.nextRadius < 200):
        # Increases the radius by 5.
        app.nextRadius += 5

        # Define these variables to generate new random values for the next
        # circle. Borders are less than 50 and dash values are less than 100.
        ### (HINT: redGreen is used in an rgb so it can't be bigger than 255!)
        ### Fix Your Code Here ###
        redGreen = 0
        newBorderWidth = 2
        dashWidth = 2
        dashSpace = 2

        # Draws the next circle with the values generated above.
        Circle(200, 200, app.nextRadius, fill=None,
               border=rgb(redGreen, 255 - redGreen, 255),
               borderWidth=newBorderWidth, dashes=(dashWidth, dashSpace))
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

app.stepsPerSecond = 5
app.nextRadius = 0

Rect(0, 0, 400, 400)

def onStep():
    if (app.nextRadius < 200):
        # Increases the radius by 5.
        app.nextRadius += 5

        # Define these variables to generate new random values for the next
        # circle. Borders are less than 50 and dash values are less than 100.
        redGreen = randrange(0, 256)
        newBorderWidth = randrange(0, 50)
        dashWidth = randrange(0, 100)
        dashSpace = randrange(0, 100)

        # Draws the next circle with the values generated above.
        Circle(200, 200, app.nextRadius, fill=None,
               border=rgb(redGreen, 255 - redGreen, 255),
               borderWidth=newBorderWidth, dashes=(dashWidth, dashSpace))
",regular,1
2215,Sunny meadow,8.2.2,"app.background = gradient('lightSkyBlue', 'skyBlue')

# sun and grass
Star(0, 0, 70, 60, fill='yellow', roundness=40)
Circle(0, 0, 55, fill=gradient('yellow', 'khaki'))
Rect(0, 150, 400, 250, fill=gradient('yellowGreen', 'forestGreen', start='top'))

Label('Flower count:', 340, 20, align='right')
flowerCount = Label(0, 350, 20, align='left')

def drawFlower(x, y, size, color):
    # stem and petals
    Line(x, y, x, y + 2 * size, fill='mediumSeaGreen')
    Star(x, y, size, 12, fill=color)

    # Changes the fill of the center part of the flower depending on the petals.
    if (color == 'yellow'):
        innerFill = 'peru'
    elif (color == 'lightCyan'):
        innerFill = 'skyBlue'
    elif (color == 'white'):
        innerFill = 'pink'
    Circle(x, y, size // 2, fill=innerFill)

def onStep():
    # As long as there aren't too many flowers, make another.
    if (flowerCount.value < 175):
        # Get the random position of the flower. It can't be higher than the
        # grass and the lowest point it can be is a y value of 390.
        ### Fix Your Code Here ###
        flowerX = 200
        flowerY = 350

        # Makes the flower size bigger the lower it is on the canvas.
        size = 2 * flowerY // 100

        # Randomly define pickColor to a value between 0 and 100 (excluding
        # 100). If it is less than 60, set the color to yellow, if it is
        # between 60 and 80 set it to lightCyan, and white otherwise.
        ### Fix Your Code Here ###
        # pickColor =
        color = 'yellow'

        drawFlower(flowerX, flowerY, size, color)
        flowerCount.value += 1
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

app.background = gradient('lightSkyBlue', 'skyBlue')

# sun and grass
Star(0, 0, 70, 60, fill='yellow', roundness=40)
Circle(0, 0, 55, fill=gradient('yellow', 'khaki'))
Rect(0, 150, 400, 250, fill=gradient('yellowGreen', 'forestGreen', start='top'))

Label('Flower count:', 340, 20, align='right')
flowerCount = Label(0, 350, 20, align='left')

def drawFlower(x, y, size, color):
    # stem and petals
    Line(x, y, x, y + 2 * size, fill='mediumSeaGreen')
    Star(x, y, size, 12, fill=color)

    # Changes the fill of the center part of the flower depending on the petals.
    if (color == 'yellow'):
        innerFill = 'peru'
    elif (color == 'lightCyan'):
        innerFill = 'skyBlue'
    elif (color == 'white'):
        innerFill = 'pink'
    Circle(x, y, size // 2, fill=innerFill)

def onStep():
    # As long as there aren't too many flowers, make another.
    if (flowerCount.value < 175):
        # Get the random position of the flower. It can't be higher than the
        # grass and the lowest point it can be is a y value of 390.
        flowerX = randrange(0, 400)
        flowerY = randrange(150, 391)

        # Makes the flower size bigger the lower it is on the canvas.
        size = 2 * flowerY // 100

        # Randomly define pickColor to a value between 0 and 100 (excluding
        # 100). If it is less than 60, set the color to yellow, if it is
        # between 60 and 80 set it to lightCyan, and white otherwise.
        pickColor = randrange(0, 100)
        if (pickColor < 60):
            color = 'yellow'
        elif (pickColor < 80):
            color = 'lightCyan'
        else:
            color = 'white'

        drawFlower(flowerX, flowerY, size, color)
        flowerCount.value += 1
",regular,2
2214,Barriers,8.2.2,"app.background = gradient('mediumSlateBlue', 'darkBlue', start='bottom')
app.stepsPerSecond = 30

Label('Barriers!', 330, 20, fill='white', size=30, bold=True)
Label('Score: ', 340, 45, fill='white', size=18, bold=True)
scoreLabel = Label(0, 380, 45, fill='white', size=18, bold=True)
Label('Move the mouse to avoid barriers', 20, 20, fill='white', align='left')

gameOverText = Group(
    Rect(200, 200, 300, 125, fill='aliceBlue', opacity=75, align='center'),
    Label('Game Over', 200, 175, fill='orangeRed', size=48, bold=True),
    Label('Press any key to restart', 200, 225, fill='orangeRed', size=20)
    )
gameOverText.visible = False

barrier = Group(
    Rect(-400, 0, 425, 25, fill=gradient('orange', 'red', start='top')),
    Rect(100, 0, 400, 25, fill=gradient('orange', 'red', start='top'))
    )
barrier.dy = 6
barrier.maxDy = 12

player = RegularPolygon(200, 300, 25, 3, fill='white', border='mediumSlateBlue')

def nextBarrier():
    # Move the barrier to the top and position the gap randomly with an x
    # coordinate somewhere between 50 and 350 (inclusive).
    ### Place Your Code Here ###

    # Then increase the number of points of the player.
    ### Place Your Code Here ###
    pass

def newGame():
    gameOverText.visible = False
    scoreLabel.value = 0
    nextBarrier()
    barrier.dy = 6
    player.points = 3

    app.paused = False

def moveBarrier():
    # Moves the barrier down with wraparound.
    barrier.top += barrier.dy
    if (barrier.top >= 400):
        scoreLabel.value += 1

        # If we wraparound, increases speed until we reach max speed.
        if (barrier.dy < barrier.maxDy):
            barrier.dy += 1
        nextBarrier()

def onMouseMove(mouseX, mouseY):
    # When the game is not over, sets the player's center to the current mouse
    # position.
    if (gameOverText.visible == False):
        player.centerX = mouseX
        player.centerY = mouseY

def onKeyPress(key):
    # When the game is over, starts the game again.
    if (gameOverText.visible == True):
        newGame()

def onStep():
    # If the game is not over, move the barrier.
    ### (HINT: The gameOverText is only visible when the game is over.)
    ### Place Your Code Here ###

    # End the game if the player hits the barrier.
    ### Place Your Code Here ###
    pass
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

app.background = gradient('mediumSlateBlue', 'darkBlue', start='bottom')
app.stepsPerSecond = 30

Label('Barriers!', 330, 20, fill='white', size=30, bold=True)
Label('Score: ', 340, 45, fill='white', size=18, bold=True)
scoreLabel = Label(0, 380, 45, fill='white', size=18, bold=True)
Label('Move the mouse to avoid barriers', 20, 20, fill='white', align='left')

gameOverText = Group(
    Rect(200, 200, 300, 125, fill='aliceBlue', opacity=75, align='center'),
    Label('Game Over', 200, 175, fill='orangeRed', size=48, bold=True),
    Label('Press any key to restart', 200, 225, fill='orangeRed', size=20)
    )
gameOverText.visible = False

barrier = Group(
    Rect(-400, 0, 425, 25, fill=gradient('orange', 'red', start='top')),
    Rect(100, 0, 400, 25, fill=gradient('orange', 'red', start='top'))
    )
barrier.dy = 6
barrier.maxDy = 12

player = RegularPolygon(200, 300, 25, 3, fill='white', border='mediumSlateBlue')

def nextBarrier():
    # Move the barrier to the top and position the gap randomly with an x
    # coordinate somewhere between 50 and 350 (inclusive).
    barrier.bottom = 0
    barrier.centerX = randrange(50, 351)

    # Then increase the number of points of the player.
    player.points += 1

def newGame():
    gameOverText.visible = False
    scoreLabel.value = 0
    nextBarrier()
    barrier.dy = 6
    player.points = 3

    app.paused = False

def moveBarrier():
    # Moves the barrier down with wraparound.
    barrier.top += barrier.dy
    if (barrier.top >= 400):
        scoreLabel.value += 1

        # If we wraparound, increases speed until we reach max speed.
        if (barrier.dy < barrier.maxDy):
            barrier.dy += 1
        nextBarrier()

def onMouseMove(mouseX, mouseY):
    # When the game is not over, sets the player's center to the current mouse
    # position.
    if (gameOverText.visible == False):
        player.centerX = mouseX
        player.centerY = mouseY

def onKeyPress(key):
    # When the game is over, starts the game again.
    if (gameOverText.visible == True):
        newGame()

def onStep():
    # If the game is not over, move the barrier.
    if (gameOverText.visible == False):
        moveBarrier()

        # End the game if the player hits the barrier.
        if (player.hitsShape(barrier) == True):
            gameOverText.visible = True
            app.paused = True
",regular,2
2217,Tumbleweed,8.2.2,"app.background = gradient('skyBlue', 'orange', start='top')
app.stepsPerSecond = 40

# background
Rect(0, 175, 400, 225,
     fill=gradient(rgb(235, 185, 40), rgb(255, 240, 0), start='top'))
Polygon(0, 175, 150, 175, 50, 100, fill=rgb(235, 185, 0))
Polygon(210, 175, 400, 175, 300, 100, fill=rgb(215, 155, 60))
Polygon(50, 175, 190, 175, 130, 120, fill=rgb(255, 235, 60))

# road
Polygon(0, 350, 0, 400, 400, 400, 400, 350, 210, 175, 190, 175, fill='grey')
Line(200, 175, 200, 400, fill=gradient('grey', 'silver', start='top'),
     lineWidth=10, dashes=True)

sandStorm = Group()
for i in range(10):
    sandStorm.add(
        Circle(randrange(-300, 450), randrange(25, 300), 1, fill='khaki')
        )

tumble = Group(Circle(200, 250, 20, fill='tan'))
tumble.dy = -5

def createTumbleweed():
    # A tumbleweed is drawn by creating a bunch of oval borders with varying
    # properties.
    for i in range(45):
        # Get a random position within 5 pixels of the point (200, 250) in
        # either direction.
        ### Place Your Code Here ###
        cx = 0
        cy = 0

        # Pick a random red and use that to find the green and blue.
        ### (HINT: The red should be between 180 and 215, inclusive.)
        ### (HINT: There's a simple relationship between the red and the blue
        #          and green. Use the Inspector to help figure out what it is!)
        ### Place Your Code Here ###
        red = 255
        color = 'black'

        # Gets a random height and uses that to get a width that makes the oval
        # more stretched out.
        width = randrange(10, 85)
        if (width <= 30):
            height = randrange(60, 85)
        else:
            height = randrange(10, 60)

        angle = randrange(0, 360)
        tumble.add(
            Oval(cx, cy, width, height, fill=None, border=color, dashes=(8, 3),
                 rotateAngle=angle)
            )

createTumbleweed()

def onStep():
    # Moves the tumbleweed.
    tumble.centerX += 8
    tumble.centerY += tumble.dy
    tumble.rotateAngle += 8
    tumble.dy += 0.4

    # Wraps the tumbleweed around.
    if (tumble.centerY >= 250):
        tumble.dy = -5
    if (tumble.left >= 400):
        tumble.right = 0

    # Moves the sand.
    for sand in sandStorm.children:
        sand.centerX += 40

        # When the sand moves off the screen, set its right to a random value
        # between -40 and 0, and set the centerY to a random position between
        # 0 and 300 (including the low values, not including the high values).
        ### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

app.background = gradient('skyBlue', 'orange', start='top')
app.stepsPerSecond = 40

# background
Rect(0, 175, 400, 225,
     fill=gradient(rgb(235, 185, 40), rgb(255, 240, 0), start='top'))
Polygon(0, 175, 150, 175, 50, 100, fill=rgb(235, 185, 0))
Polygon(210, 175, 400, 175, 300, 100, fill=rgb(215, 155, 60))
Polygon(50, 175, 190, 175, 130, 120, fill=rgb(255, 235, 60))

# road
Polygon(0, 350, 0, 400, 400, 400, 400, 350, 210, 175, 190, 175, fill='grey')
Line(200, 175, 200, 400, fill=gradient('grey', 'silver', start='top'),
     lineWidth=10, dashes=True)

sandStorm = Group()
for i in range(10):
    sandStorm.add(
        Circle(randrange(-300, 450), randrange(25, 300), 1, fill='khaki')
        )

tumble = Group(Circle(200, 250, 20, fill='tan'))
tumble.dy = -5

def createTumbleweed():
    # A tumbleweed is drawn by creating a bunch of oval borders with varying
    # properties.
    for i in range(45):
        # Get a random position within 5 pixels of the point (200, 250) in
        # either direction.
        cx = 200 + randrange(-5, 6)
        cy = 250 + randrange(-5, 6)

        # Pick a random red and use that to find the green and blue.
        red = randrange(180, 216)
        color = rgb(red, red - 35, red - 70)

        # Gets a random height and uses that to get a width that makes the oval
        # more stretched out.
        width = randrange(10, 85)
        if (width <= 30):
            height = randrange(60, 85)
        else:
            height = randrange(10, 60)

        angle = randrange(0, 360)
        tumble.add(
            Oval(cx, cy, width, height, fill=None, border=color, dashes=(8, 3),
                 rotateAngle=angle)
            )

createTumbleweed()

def onStep():
    # Moves the tumbleweed.
    tumble.centerX += 8
    tumble.centerY += tumble.dy
    tumble.rotateAngle += 8
    tumble.dy += 0.4

    # Wraps the tumbleweed around.
    if (tumble.centerY >= 250):
        tumble.dy = -5
    if (tumble.left >= 400):
        tumble.right = 0

    # Moves the sand.
    for sand in sandStorm.children:
        sand.centerX += 40

        # When the sand moves off the screen, set its right to a random value
        # between -40 and 0, and set the centerY to a random position between
        # 0 and 300 (including the low values, not including the high values).
        if (sand.left >= 400):
            sand.right = randrange(-40, 0)
            sand.centerY = randrange(0, 300)
",regular,3
2218,Shirt design,8.3.2,"app.background = 'pink'

# shirt
Polygon(5, 175, 85, 60, 315, 60, 395, 175, 330, 235, 290, 190, 300, 355,
        100, 355, 110, 190, 70, 237, fill='lavenderBlush')
Arc(200, 60, 95, 70, 90, 180, opacity=10)

# Add a step value of 5 to the loop, and fix the end-value so that the
# last value that the radius gets set to is 95.
### Fix Your Code Here ###
for radius in range(10, 20):
    # Draw a crimson star whenever the radius is a multiple of 10 and
    # a white star otherwise.
    ### (HINT: A number is a multiple of 10 if the units digit is 0!)
    ### (HINT: The radius for both stars should be the same as the radius
    #          of the star below.)
    ### Fix Your Code Here ###
    Star(200, 210, 100 - radius, 6, fill='white')
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

app.background = 'pink'

# shirt
Polygon(5, 175, 85, 60, 315, 60, 395, 175, 330, 235, 290, 190, 300, 355,
        100, 355, 110, 190, 70, 237, fill='lavenderBlush')
Arc(200, 60, 95, 70, 90, 180, opacity=10)

# Add a step value of 5 to the loop, and fix the end-value so that the
# last value that the radius gets set to is 95.
for radius in range(10, 100, 5):
    # Draw a crimson star whenever the radius is a multiple of 10 and
    # a white star otherwise.
    if (radius % 10 == 0):
        Star(200, 210, 100 - radius, 6, fill='crimson')
    else:
        Star(200, 210, 100 - radius, 6, fill='white')
",regular,2
2220,Caterpillar,8.3.2,"app.background = gradient('deepSkyBlue', 'lightSkyBlue', start='top')
app.stepsPerSecond = 5

evenPieces = Group()
evenPieces.dy = 1
oddPieces = Group()
oddPieces.dy = 0

worm = Group(evenPieces, oddPieces)

# leaves and twig
Oval(155, 315, 200, 110, rotateAngle=30,
     fill=gradient('mediumSeaGreen', 'darkGreen', start='bottom'))
Oval(420, 200, 175, 90, rotateAngle=-30,
     fill=gradient('mediumSeaGreen', 'darkGreen', start='top'))
Line(0, 250, 400, 250, lineWidth=35,
     fill=gradient('mediumSeaGreen', 'darkGreen', start='top'))

# Fix the for loop so that it draws the head (last circle) and
# colors the caterpillar properly.
### Fix Your Code Here ###
for centerX in range(60, 330, 30):
    # Get a variable that we can use to check whether the next piece should
    # be in the odd group or the even group.
    oddOrEven = (centerX - 60) // 30

    # Add another conditional to create the alternating color pattern.
    ### Fix Your Code Here ###
    if (centerX == 330):
        head = Group(
            Circle(centerX, 200, 20, fill='crimson'),
            Circle(centerX, 200, 3),
            Circle(centerX + 20, 200, 3),
            Line(centerX + 2, 185, centerX + 2, 165),
            Line(centerX + 12, 185, centerX + 12, 165)
            )
        evenPieces.add(head)
    else:
        piece = Group(
            Label('L', centerX, 225, fill='lightGreen', size=18, bold=True),
            Circle(centerX, 200, 20, fill='lightGreen')
            )
        oddPieces.add(piece)

def onStep():
    for shape in evenPieces:
        shape.centerY += evenPieces.dy
    for shape in oddPieces:
        shape.centerY += oddPieces.dy

    # Moves the worm, with wraparound.
    worm.centerX += 2
    if (worm.left >= 400):
        worm.right = 0

    # Adjusts the direction the body parts move.
    evenPieces.dy *= -1
    if (oddPieces.dy == 0):
        oddPieces.dy = 1
    else:
        oddPieces.dy *= -1
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

app.background = gradient('deepSkyBlue', 'lightSkyBlue', start='top')
app.stepsPerSecond = 5

evenPieces = Group()
evenPieces.dy = 1
oddPieces = Group()
oddPieces.dy = 0

worm = Group(evenPieces, oddPieces)

# leaves and twig
Oval(155, 315, 200, 110, rotateAngle=30,
     fill=gradient('mediumSeaGreen', 'darkGreen', start='bottom'))
Oval(420, 200, 175, 90, rotateAngle=-30,
     fill=gradient('mediumSeaGreen', 'darkGreen', start='top'))
Line(0, 250, 400, 250, lineWidth=35,
     fill=gradient('mediumSeaGreen', 'darkGreen', start='top'))

# Fix the for loop so that it draws the head (last circle) and
# colors the caterpillar properly.
for centerX in range(60, 331, 30):
    # This variable is used to check whether the next piece of the caterpillar
    # should be in the odd group or the even group.
    oddOrEven = (centerX - 60) // 30

    # Add a conditional to create the alternating color pattern.
    if (centerX == 330):
        head = Group(
            Circle(centerX, 200, 20, fill='crimson'),
            Circle(centerX, 200, 3),
            Circle(centerX + 20, 200, 3),
            Line(centerX + 2, 185, centerX + 2, 165),
            Line(centerX + 12, 185, centerX + 12, 165)
            )
        evenPieces.add(head)

    elif (oddOrEven % 2 == 0):
        piece = Group(
            Label('L', centerX, 225, fill='seaGreen', size=18, bold=True),
            Circle(centerX, 200, 20, fill='seaGreen')
            )
        evenPieces.add(piece)

    else:
        piece = Group(
            Label('L', centerX, 225, fill='lightGreen', size=18, bold=True),
            Circle(centerX, 200, 20, fill='lightGreen')
            )
        oddPieces.add(piece)

def onStep():
    for shape in evenPieces:
        shape.centerY += evenPieces.dy
    for shape in oddPieces:
        shape.centerY += oddPieces.dy

    # Moves the worm, with wraparound.
    worm.centerX += 2
    if (worm.left >= 400):
        worm.right = 0

    # Adjusts the direction the body parts move.
    evenPieces.dy *= -1
    if (oddPieces.dy == 0):
        oddPieces.dy = 1
    else:
        oddPieces.dy *= -1
",regular,2
2219,Rainbow ripples,8.3.2,"app.background = 'black'
app.rippleSpace = 40

ripples = Group()

def drawRipples():
    ripples.clear()

    # Draw ripples from the middle of the canvas to the edges.
    # The distance between ripples is determined by app.rippleSpace.
    ### (HINT: The radius of the smallest circle should determine where
    #          you start the for loop. 200 should be the end-value
    #          in the for loop.)
    ### (HINT: Add each circle you draw to the ripples group.)
    ### Place Your Code Here ###

drawRipples()

def onKeyHold(keys):
    if ('up' in keys):
        app.rippleSpace += 2
    elif (('down' in keys) and (app.rippleSpace > 2)):
        app.rippleSpace -= 2
    drawRipples()
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

app.background = 'black'
app.rippleSpace = 40

ripples = Group()

def drawRipples():
    ripples.clear()

    # Draw ripples from the middle of the canvas to the edges.
    # The distance between ripples is determined by app.rippleSpace.
    for radius in range(20, 200, app.rippleSpace):
        ripples.add(
            Circle(200, 200, radius, fill=None,
                   border=gradient('red', 'orange', 'yellow', 'lawnGreen',
                                   start='top'))
            )
drawRipples()

def onKeyHold(keys):
    if ('up' in keys):
        app.rippleSpace += 2
    elif (('down' in keys) and (app.rippleSpace > 2)):
        app.rippleSpace -= 2
    drawRipples()
",regular,1
2224,Sweeping arcs,8.3.4,"app.background = 'black'

arcs = Group()

# Draw a 5x5 grid of equally-spaced arcs on the screen, and add the arcs to
# the arcs group.
### (HINT: Use a nested for loop to create the grid.)
### (HINT: The initial sweep angle for each arc should be 180.)
### Place Your Code Here ###

def onMouseMove(mouseX, mouseY):
    # Change the sweep angle of each arc based on mouseX as long as mouseX is
    # larger than 1.
    ### (HINT: Scale the value of mouseX to go up to 360, instead of 400.)
    ### Place Your Code Here ###
    pass
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

app.background = 'black'

arcs = Group()

# Draw a 5x5 grid of equally-spaced arcs on the screen, and add the arcs to
# the arcs group.
for x in range(40, 400, 80):
    for y in range(40, 400, 80):
        arcs.add(
            Arc(x, y, 40, 40, 0, 180, fill=None, border='lime')
            )

def onMouseMove(mouseX, mouseY):
    # Change the sweep angle of each arc based on mouseX as long as mouseX is
    # larger than 1.
    for arc in arcs:
        if (mouseX > 1):
            newSweepAngle = (mouseX / 400) * 360
            arc.sweepAngle = newSweepAngle
",regular,1
2221,Magnifying glass,8.3.4,"dotGrid = Group()

# Create an evenly spaced 9x9 grid of dots.
### (HINT: Use nested for loops to create the grid.)
### Place Your Code Here ###

# magnifying glass
magnifyingGlass = Group(
    Circle(200, 200, 50, fill=gradient('white', 'steelBlue', start='left'),
           opacity=25),
    Circle(200, 200, 50, fill=None, border='silver'),
    Line(200, 250, 200, 300, lineWidth=10)
    )
magnifyingGlass.glassX = 200
magnifyingGlass.glassY = 200

def onMouseMove(mouseX, mouseY):
    magnifyingGlass.centerX = mouseX
    magnifyingGlass.centerY = mouseY
    magnifyingGlass.glassX = magnifyingGlass.centerX
    magnifyingGlass.glassY = magnifyingGlass.centerY - 25

    # Resize any dots who's centers are inside the glass.
    ### (HINT: Use a function learned in this Unit!)
    ### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

dotGrid = Group()

# Create an evenly spaced 9x9 grid of dots.
for cx in range(40, 400, 40):
    for cy in range(40, 400, 40):
        dotGrid.add(
            Circle(cx, cy, 5)
            )

# magnifying glass
magnifyingGlass = Group(
    Circle(200, 200, 50, fill=gradient('white', 'steelBlue', start='left'),
           opacity=25),
    Circle(200, 200, 50, fill=None, border='silver'),
    Line(200, 250, 200, 300, lineWidth=10)
    )
magnifyingGlass.glassX = 200
magnifyingGlass.glassY = 200

def onMouseMove(mouseX, mouseY):
    magnifyingGlass.centerX = mouseX
    magnifyingGlass.centerY = mouseY
    magnifyingGlass.glassX = magnifyingGlass.centerX
    magnifyingGlass.glassY = magnifyingGlass.centerY - 25

    # Resize any dots who's centers are inside the glass.
    for dot in dotGrid:
        if (distance(magnifyingGlass.glassX, magnifyingGlass.glassY,
                     dot.centerX, dot.centerY) < 50):
            dot.radius = 15
        else:
            dot.radius = 5
",regular,2
2225,Parallel Lines,8.3.4,"def drawRect(row, col):
    # Picks the color based on the col.
    if (col % 2 == 0):
        color = 'white'
    else:
        color = 'black'

    # Set startX to create the optical illusion. Even rows start
    # at -10 while odd rows start at -20.
    ### Fix Your Code Here ###
    startX = 0

    Rect(startX + 40 * col, 40 * row, 40, 40, fill=color, border='gray',
         borderWidth=1)

def drawIllusion():
    # Draw rectangles over the entire canvas.
    ### (HINT: Add a nested for loop for col.)
    ### Fix Your Code Here ###
    for row in range(10):
        col = 0
        drawRect(row, col)

drawIllusion()
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

def drawRect(row, col):
    # Picks the color based on the col.
    if (col % 2 == 0):
        color = 'white'
    else:
        color = 'black'

    # Set startX to create the optical illusion. Even rows start
    # at -10 while odd rows start at -20.
    if (row % 2 == 0):
        startX = -10
    else:
        startX = -20

    Rect(startX + 40 * col, 40 * row, 40, 40, fill=color, border='gray',
         borderWidth=1)

def drawIllusion():
    # Draw rectangles over the entire canvas.
    for row in range(10):
        for col in range(10):
            drawRect(row, col)
drawIllusion()
",regular,1
